id,name,date,popularity
4PgleR09JVnm3zY1fW3XBA,24K Magic,2016,81
4w6KUt7eyD4paTTNctylCS,Unorthodox Jukebox (Deluxe Edition),2012,32
7KBjLhk3IM27k3ry4vBk3i,Unorthodox Jukebox,2012,47
58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,2012,78
4xWulj18AGahlyuZPulaGe,Unorthodox Jukebox,2012,48
6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,2010,77
1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,2010,77
