name,album_id
Queen,6i6folBtxKV28WX3msQ4FE
Queen,6SbrIpVsaJ5wgCQtMMwVR2
Queen,60TXSuzXQoEy3p5cQEkLu7
Queen,4RjhFl7Eo8PouXAL8GMiXS
Queen,4rxdf27orKcIWhwSEqoed9
Queen,3BuEiPtiFc0kcnZvURQpn8
Queen,0HJ76ERWySINSsmZjuk8PP
Queen,2IY3Ty8CrUyvpibt8AcZmp
Queen,2R33yLkTdkWRXIlja5vMUM
Queen,3W7HRwvYEuenMdEOuLPOxw
Queen,2SFIh6siY4KYBNPHAV7xaI
