artist,album_id
ABBA,1mc8M9eR9ZIBxqWA2CA4Wo
ABBA,6DWO7NTsLztZFfe4ZqvJKm
ABBA,7xexw4XKbA6uAHwZfRM9ih
ABBA,3JHZ83ohEBDLFQfbVfDHFh
ABBA,7iLuHJkrb9KHPkMgddYigh
ABBA,5fLOHW1UXr1cJrnXiU3FBt
ABBA,1V6a99EbTTIegOhWoPxYI9
ABBA,1kM6xcSYO5ASJaWgygznL7
ABBA,1WAlaVMaCstzAQ1Y5i0VeX
